px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
12.9249	20.9241	-4.88225	-0.165918	0.578491	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	1.72859
12.7153	20.9738	-4.85449	-0.144849	0.57172	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	1.69766
12.4666	21.0124	-4.86773	-0.116032	0.574337	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	2.64635
12.2194	21.0507	-4.87859	-0.0916742	0.569289	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	0.203018
11.9812	21.0701	-4.87666	-0.0602338	0.578157	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	0.934278
11.7337	21.0438	-4.86886	-0.0175591	0.59285	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	1.84758
11.4871	21.0301	-4.86896	0.0181617	0.600202	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	1.08157
11.2641	21.0269	-4.84785	0.0455672	0.598543	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	0.610606
11.0113	20.9878	-4.85513	0.0855139	0.609622	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	4.16131
10.7932	20.9527	-4.82698	0.119602	0.614871	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0.560742
10.5449	20.9522	-4.82625	0.124467	0.565397	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	5.61929
10.2738	20.9764	-4.87021	0.130659	0.539672	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	3.43865
10.0348	20.9581	-4.86816	0.14969	0.528736	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	1.01627
9.8301	20.9221	-4.8284	0.175748	0.530204	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	1.6453
9.59212	20.9152	-4.81459	0.173001	0.476886	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	2.41071
9.3902	20.8646	-4.77525	0.200779	0.482724	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	1.21819
9.16413	20.8249	-4.7677	0.221586	0.480136	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	1.52329
8.88629	20.7889	-4.81958	0.235641	0.467604	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	1.94002
8.66672	20.711	-4.80649	0.268862	0.481108	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.49276
8.4014	20.6245	-4.84687	0.297964	0.485033	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	2.69634
8.17277	20.5444	-4.84812	0.327107	0.493855	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.0995546
7.93345	20.4639	-4.86039	0.350761	0.492316	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.131709
7.71677	20.3777	-4.85861	0.383939	0.513096	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.50399
7.42504	20.3177	-4.92867	0.389317	0.488877	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.75699
7.19623	20.22	-4.92933	0.41253	0.485154	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.225487
6.93659	20.138	-4.96411	0.425005	0.471284	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	0.985561
6.71306	20.0454	-4.95634	0.441559	0.459994	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.426501
6.46557	19.9556	-4.97875	0.454191	0.448105	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.541515
6.24927	19.8612	-4.96797	0.471657	0.44382	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	2.73941
5.98961	19.7692	-5.00418	0.479207	0.426944	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	1.19095
5.76848	19.6221	-5.02635	0.520152	0.461237	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	2.16634
5.5779	19.502	-4.9962	0.545119	0.464204	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	0.961112
5.37777	19.3521	-4.99344	0.579002	0.479177	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	1.699
5.15913	19.2521	-4.99056	0.58729	0.462352	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	1.88906
4.96161	19.14	-4.95917	0.595179	0.436008	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.50296
4.78868	18.9893	-4.93148	0.62655	0.447316	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.615617
4.58343	18.8392	-4.94793	0.653077	0.458249	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	1.49576
4.39947	18.7075	-4.9275	0.671396	0.453882	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	1.07164
4.21135	18.5657	-4.90637	0.683422	0.432502	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	1.39321
4.07499	18.4085	-4.855	0.717541	0.447976	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	2.23187
3.89615	18.2361	-4.88604	0.759016	0.490514	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	7.0821
3.65365	18.0961	-4.93442	0.756452	0.458741	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	2.58168
3.48417	17.9446	-4.901	0.76724	0.434612	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.37259
3.2662	17.7786	-4.93845	0.775258	0.418049	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	1.18648
3.09164	17.5952	-4.96041	0.807898	0.443617	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	2.47347
2.90742	17.4773	-4.93475	0.806432	0.41811	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	6.06455
2.76844	17.2613	-4.95344	0.859021	0.470319	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.31454
2.59452	17.0769	-4.96311	0.876779	0.463601	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.103731
2.42737	16.9091	-4.93382	0.879119	0.425942	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	1.9716
2.26167	16.7366	-4.92967	0.891671	0.416276	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.504466
2.0889	16.5414	-4.93377	0.899798	0.391829	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	5.05969
1.93682	16.3121	-4.95952	0.928891	0.401719	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	2.31996
1.77689	16.1351	-4.93877	0.931264	0.372264	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	1.11118
1.57561	15.9673	-4.96002	0.922668	0.340991	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	1.83196
1.45235	15.7374	-4.98326	0.965958	0.383658	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	2.03642
1.283	15.5217	-5.01396	0.977486	0.374235	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	0.99398
1.12823	15.3284	-5.00925	0.983988	0.357071	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.975843
0.923669	15.114	-5.06446	0.979318	0.330251	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	2.92814
0.77464	14.9313	-5.03336	0.977816	0.299781	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.32562
0.663946	14.7151	-5.01782	1.00441	0.313177	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.339222
0.555347	14.4751	-5.03798	1.0426	0.348632	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.77615
0.384184	14.2557	-5.0721	1.04367	0.329424	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	1.15472
0.272309	14.0064	-5.11439	1.08431	0.37376	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	3.53163
0.242047	13.7554	-5.07465	1.1403	0.416875	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	3.22735
0.144248	13.514	-5.09657	1.17142	0.436928	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	1.21414
-0.0195667	13.2873	-5.13212	1.16559	0.404076	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	1.80689
-0.136801	13.0673	-5.11472	1.1702	0.379114	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	0.911001
-0.156811	12.8363	-5.06328	1.21879	0.415092	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	2.94331
-0.276909	12.61	-5.05014	1.21594	0.37737	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	3.62302
-0.395346	12.3747	-5.06677	1.22101	0.360695	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.416331
-0.521682	12.1646	-5.04858	1.21215	0.322858	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	3.86472
-0.603606	11.9423	-5.03243	1.22786	0.322864	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.49764
-0.730041	11.7147	-5.03598	1.22062	0.290473	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.87726
-0.917332	11.4753	-5.09039	1.1925	0.239252	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.31712
-1.02688	11.2478	-5.06683	1.18587	0.204314	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	3.06193
-1.19922	11.0222	-5.09758	1.16208	0.164493	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.3689
-1.27757	10.7774	-5.11282	1.18907	0.196865	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.24036
-1.40433	10.5259	-5.14351	1.18771	0.183718	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	1.08173
-1.48673	10.266	-5.17094	1.21183	0.209594	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.59651
-1.59051	10.0531	-5.14983	1.2123	0.198524	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	1.8031
-1.68123	9.82185	-5.13529	1.2174	0.189409	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.453726
-1.76091	9.59832	-5.114	1.22765	0.190548	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.721178
-1.86515	9.34962	-5.14283	1.23594	0.196627	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.63548
-1.94342	9.0613	-5.18493	1.25389	0.205339	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.35254
-2.03297	8.83569	-5.15813	1.25158	0.183203	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	1.69166
-2.12892	8.58432	-5.1727	1.25499	0.176418	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.231639
-2.2522	8.33388	-5.19842	1.24577	0.15452	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	3.03953
-2.30558	8.09616	-5.17528	1.26406	0.166899	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.613177
-2.37551	7.8785	-5.13781	1.26917	0.159927	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.38295
-2.48605	7.62902	-5.1597	1.26337	0.14394	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.753031
-2.64773	7.39644	-5.16918	1.22248	0.0716364	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.87087
-2.75028	7.14131	-5.18918	1.22155	0.0663501	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.443618
-2.81491	6.90452	-5.17661	1.23882	0.0897128	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.539
-2.86492	6.68889	-5.12918	1.25314	0.100782	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.46936
-2.93794	6.46101	-5.09392	1.24678	0.070715	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.308
-2.9943	6.22143	-5.07912	1.25951	0.0809336	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.480599
-3.10866	5.97695	-5.10361	1.25097	0.0690912	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.18056
-3.187	5.70645	-5.13235	1.25814	0.0731409	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.59304
-3.29596	5.46022	-5.13905	1.23878	0.030873	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.29296
-3.38932	5.20155	-5.16119	1.23839	0.0287715	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.574387
-3.45782	4.95487	-5.15965	1.25063	0.0474361	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.22114
-3.56626	4.6834	-5.20366	1.2459	0.0400661	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.23583
-3.67491	4.43261	-5.21387	1.2267	-0.00107811	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.33564
-3.80234	4.16793	-5.25765	1.21489	-0.0129981	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.88616
-3.88526	3.92594	-5.2516	1.2237	0.00754068	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.09205
-3.96025	3.68897	-5.23239	1.22769	0.0108478	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.535606
-4.06609	3.47751	-5.19977	1.20838	-0.0254297	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.10122
-4.15715	3.23239	-5.20154	1.20779	-0.024671	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.0103352
-4.27161	2.98106	-5.22206	1.19276	-0.0507338	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.851012
-4.35914	2.71089	-5.24851	1.19701	-0.0427906	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.41103
-4.44694	2.46087	-5.25085	1.2014	-0.0309676	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.184326
-4.54949	2.19971	-5.27484	1.20009	-0.0296138	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.791844
-4.66072	1.96652	-5.26964	1.1752	-0.0814371	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.04503
-4.77325	1.69901	-5.30547	1.17218	-0.0784059	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	1.83088
-4.89714	1.45219	-5.32265	1.15414	-0.106316	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.737071
-4.95916	1.21117	-5.29277	1.1617	-0.0946445	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.63043
-5.05742	0.987476	-5.2645	1.15871	-0.0892995	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.977707
-5.12078	0.748749	-5.23709	1.16584	-0.0786598	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	3.91248
-5.21191	0.463538	-5.2871	1.1699	-0.0747466	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.3165
-5.28795	0.219544	-5.27264	1.17418	-0.0668587	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.47108
-5.39795	-0.0176003	-5.26421	1.17679	-0.0453359	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.95754
-5.47024	-0.260332	-5.2484	1.18287	-0.0369197	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.61126
-5.59231	-0.453711	-5.20217	1.16104	-0.0657822	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	4.04107
-5.73071	-0.646023	-5.16465	1.13713	-0.0912754	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	3.0501
-5.84514	-0.872391	-5.1702	1.11657	-0.129448	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	5.39718
-5.93951	-1.13415	-5.1958	1.12315	-0.112969	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.2026
-6.02725	-1.39698	-5.21811	1.13171	-0.0960862	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.67774
-6.16605	-1.6067	-5.20123	1.11205	-0.114437	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.16843
-6.30915	-1.83666	-5.2328	1.08048	-0.169462	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.27052
-6.4142	-2.08288	-5.24197	1.08206	-0.157018	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.474807
-6.56623	-2.28847	-5.22529	1.0599	-0.173214	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.07229
-6.71533	-2.49862	-5.21618	1.04022	-0.186931	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.502
-6.87138	-2.71066	-5.21807	1.01801	-0.205817	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.16823
-6.96298	-2.97378	-5.24082	1.03406	-0.172738	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.46612
-7.09239	-3.19853	-5.23234	1.03034	-0.162373	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.220203
-7.21743	-3.39868	-5.20205	1.01909	-0.167328	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	1.39797
-7.36323	-3.64144	-5.22909	1.0143	-0.16153	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.44675
-7.52316	-3.79132	-5.16538	0.979305	-0.196626	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.98446
-7.66773	-4.00041	-5.16497	0.966651	-0.202633	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.479302
-7.822	-4.22482	-5.18151	0.957939	-0.200401	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.447917
-7.97293	-4.44204	-5.1867	0.949939	-0.196905	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.374921
-8.13371	-4.67501	-5.21434	0.9437	-0.19173	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.20606
-8.27348	-4.88368	-5.18106	0.946242	-0.166028	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.59033
-8.40667	-5.10258	-5.17975	0.947109	-0.154744	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.286732
-8.55308	-5.27972	-5.12579	0.938041	-0.148437	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	4.33473
-8.74512	-5.47581	-5.13919	0.91422	-0.168372	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.63961
-8.90324	-5.67558	-5.12896	0.906896	-0.1641	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.430751
-9.06225	-5.8627	-5.11625	0.894413	-0.169568	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.232672
-9.20066	-6.03069	-5.05406	0.889583	-0.158699	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	6.98906
-9.38408	-6.14043	-4.99062	0.847836	-0.201135	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	5.84177
-9.55755	-6.32518	-4.98835	0.835936	-0.201744	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.886389
-9.70019	-6.52949	-4.9905	0.840687	-0.18356	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.399403
-9.92008	-6.68805	-5.0136	0.80281	-0.221866	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	6.68391
-10.125	-6.84768	-5.01634	0.775423	-0.241685	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.59397
-10.3087	-7.0103	-5.01573	0.757333	-0.250469	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.09691
-10.5377	-7.1824	-5.04795	0.730004	-0.267785	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.22152
-10.7426	-7.3253	-5.04442	0.702797	-0.285577	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	2.01339
-10.9874	-7.47968	-5.07566	0.669546	-0.30785	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.31409
-11.1771	-7.62246	-5.04934	0.653344	-0.308574	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.34635
-11.3292	-7.77764	-5.01477	0.654464	-0.289482	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.41486
-11.5258	-7.90684	-4.99029	0.633383	-0.297633	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	2.01276
-11.7096	-8.01263	-4.94755	0.609283	-0.310056	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.59505
-11.9065	-8.1289	-4.89993	0.587401	-0.317747	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	2.39694
-12.1242	-8.21871	-4.88103	0.55112	-0.342927	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	1.04386
-12.3469	-8.34402	-4.91654	0.530513	-0.346082	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.35248
-12.553	-8.4241	-4.88444	0.498654	-0.36463	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	2.29469
-12.7631	-8.51118	-4.84193	0.469365	-0.380333	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	2.16817
-13.037	-8.59589	-4.88005	0.426268	-0.407805	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	3.57833
-13.2819	-8.69425	-4.91227	0.401784	-0.410176	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.5555
-13.5052	-8.74014	-4.88465	0.362374	-0.433836	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	2.21895
-13.7281	-8.78017	-4.83334	0.319212	-0.465765	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	4.17875
-13.9523	-8.88947	-4.84404	0.312643	-0.445428	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.712896
-14.1972	-8.98021	-4.89041	0.301018	-0.425395	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.75413
-14.4186	-9.09004	-4.8933	0.299604	-0.401792	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.593843
-14.649	-9.15996	-4.8838	0.279023	-0.404105	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.2508
-14.9299	-9.15689	-4.90776	0.220694	-0.448013	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.95257
-15.1844	-9.23082	-4.93307	0.206891	-0.435768	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.46802
-15.4436	-9.34465	-4.96932	0.211566	-0.403112	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	5.2793
-15.6896	-9.37315	-4.94842	0.175972	-0.428413	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	1.92592
-15.9443	-9.4571	-4.96966	0.17236	-0.406639	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.12219
-16.1971	-9.46555	-4.96101	0.133194	-0.433288	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.28452
-16.4488	-9.45943	-4.96106	0.0945873	-0.453057	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.519896
-16.673	-9.4556	-4.92422	0.0596424	-0.473576	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	5.243
-16.9515	-9.44322	-4.957	0.0219829	-0.488253	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.41942
-17.2014	-9.50353	-4.97318	0.0280117	-0.44662	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.88281
-17.4601	-9.5219	-4.98526	0.0112475	-0.439636	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.516225
-17.7177	-9.51097	-4.98675	-0.0200283	-0.455011	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.69525
-17.9719	-9.47885	-4.99267	-0.0538044	-0.467392	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.19896
-18.2179	-9.43938	-4.98146	-0.0925629	-0.492185	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.724177
-18.4277	-9.48103	-4.9361	-0.0861731	-0.459011	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.39951
-18.665	-9.46668	-4.93324	-0.10055	-0.44416	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.683
-18.9128	-9.45957	-4.93423	-0.113869	-0.433979	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.272222
-19.1444	-9.4198	-4.92649	-0.136242	-0.430988	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.97792
-19.3867	-9.30393	-4.93796	-0.192449	-0.469886	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.9519
-19.6218	-9.22568	-4.92809	-0.234622	-0.499795	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.15441
-19.8694	-9.10676	-4.95047	-0.284542	-0.526878	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.27734
-20.1054	-9.00669	-4.95786	-0.321894	-0.537958	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.95215
-20.2949	-9.12049	-4.85489	-0.269222	-0.454635	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	15.2746
-20.5345	-9.0754	-4.85809	-0.279734	-0.437443	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.53151
-20.7543	-8.98311	-4.85215	-0.311888	-0.449242	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.724838
-20.9954	-8.90066	-4.86332	-0.33825	-0.4564	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.3436
-21.1946	-8.83117	-4.8278	-0.357827	-0.454497	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.61646
-21.4277	-8.74047	-4.83393	-0.385218	-0.464697	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.83995
-21.6258	-8.71171	-4.78171	-0.384729	-0.44079	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.40684
-21.8204	-8.56023	-4.76511	-0.449789	-0.511256	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.76485
-22.0242	-8.48661	-4.74076	-0.46337	-0.499107	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.545663
-22.2341	-8.37496	-4.74605	-0.484218	-0.487012	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.87328
-22.4609	-8.28471	-4.753	-0.497193	-0.474161	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.04779
